Hay quá a ơi,0
Con ba do gap toi la,0
A noi hay ok roi,0
"Đã sai mà cứ ống ống cái mồm ,tao mà như mày tìm cái lỗ cống mà trốn,anh chồng này rất bình tỉnh ,tôi thấy con vợ cứ cải hoài ,gặp phải tôi,tôi tát cho vỡ mồm",0
Me no da theo trai con kênh  cai mặt,0
Suka ngu,1
Con khùng . Mày ngu,1
Má ơi bớt nói lại đi,1
Hello chị,0
Anh đúng là người tốt .chỉ cần nói như vậy là quá đủ rồi anh.,0
Má con đỉ,1
Anh la mot nguoj chong that vi dai em rat thich anh va nguong mo anh,0
Mình thua cậu,0
Hay quá a ruột ơi. Bỏ nó đi đừng vì nó mà mang tù tội nja a,0
Bắt tại trận mà còn chối leo lẻo,1
Bà này thích yêu bằng loi noi chu k thích hành động,0
Loai phu nữ đấy nói nhiều nó cũng o hiểu đâu nó hiểu a nói gì thì đã o đi cứ bỏ vào cũi là song,0
Anh Ck nầy xứng đáng có đc 1 ng vk đàn hoàn tữ tế chung thuỷ ... tiếc cho chị nầy là đc Ck cưng quá sung sứơng quá nên sinh tật ... tìm 1 ng để lo cho mình trụ cột vững chắc cho gia đình  có tánh điềm tĩnh như anh nầy thì thật chị quá là ngu ... vì ham khoai lạ mà để gd tan nát ... haizzz đúng là cuộc sống ,0
Anh xử lý rất hay người có ăn học mới dãi quyết như thế. Loại đàn bà đó bỏ Đi anh ơi trả về nơi sản xuất sớm Đi anh ơi.. ,0
Ui tr. Con vo no noi tui quen ai . Nhu the naok lien wuan den og,0
Thu vay thi k can nua bam,0
ĐỈ,1
Bình Mazda ÔTô Tây Ninh  iu thuong la nhu vay ,0
Tui là đàng bà mà muốn đập vô mặt cái con vợ mất nết,1
E nể phuc a bắt gian văn hóa nhất lịch sử,0
Đang ba lấy trai ma đôi bắt con cho nó giông mây ha con đĩ,1
Con đĩ không biết nhục con bao lao sao không cho no ăn dai tat vào mặt mo căm tra lời mới hây,0
Đang bà thứ đó thương tiệt gì ma dao tim em thứ cho đeo cho no còn sơ vo cắt thương xót lam gì những ke vô tâm,0
đồ đàn bà thúi con xử lý rất đẹp hoan hô con,0
thứ vk vậy quăn vào sọt rác đi con ơi,0
Ngọc Nhung,0
A sử rất đep. Đúng là đời người thì mong cho ck sống tốt . ck sống tốt vk di trai gái đoi trê chieu quá ma,0
Theo trai còn già mồm. Khổ,0
Loại đàn bà này vứt ngay và liền luôn.đi voi trai mà còn trơ trẻn kiểu đó.sai mà còn đứng cải.dọng vô họng nó cái. K cho bước vô nhà dù chỉ 1 bước,0
Anh này xử lý quá hay,0
Chồng đi làm ngày đêm mang tiền về lo cho con cái gia đình lo mừng đi. Còn cặp trai. đúng là Hà bá đụ. Nhìn cái mặt thèm tán cho mâý cái. Ngoại tình còn già mồm,1
Không còn gì để nói,0
